i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter
918	522	1323	937	529	1331	899	537	1296	1
522	1323	937	529	1331	899	537	1296	941	0
1323	937	529	1331	899	537	1296	941	518	0
937	529	1331	899	537	1296	941	518	1358	1
529	1331	899	537	1296	941	518	1358	965	0
1331	899	537	1296	941	518	1358	965	513	0
899	537	1296	941	518	1358	965	513	1409	1
537	1296	941	518	1358	965	513	1409	1008	0
1296	941	518	1358	965	513	1409	1008	502	0
941	518	1358	965	513	1409	1008	502	1377	1
518	1358	965	513	1409	1008	502	1377	1000	0
1358	965	513	1409	1008	502	1377	1000	506	0
965	513	1409	1008	502	1377	1000	506	1374	1
513	1409	1008	502	1377	1000	506	1374	953	0
1409	1008	502	1377	1000	506	1374	953	506	0
1008	502	1377	1000	506	1374	953	506	1342	1
502	1377	1000	506	1374	953	506	1342	934	0
1377	1000	506	1374	953	506	1342	934	521	0
1000	506	1374	953	506	1342	934	521	1273	1
506	1374	953	506	1342	934	521	1273	910	0
1374	953	506	1342	934	521	1273	910	514	0
953	506	1342	934	521	1273	910	514	1303	1
506	1342	934	521	1273	910	514	1303	911	0
1342	934	521	1273	910	514	1303	911	533	0
934	521	1273	910	514	1303	911	533	1311	1
521	1273	910	514	1303	911	533	1311	919	0
1273	910	514	1303	911	533	1311	919	525	0
910	514	1303	911	533	1311	919	525	1334	1
514	1303	911	533	1311	919	525	1334	938	0
1303	911	533	1311	919	525	1334	938	518	0
911	533	1311	919	525	1334	938	518	1280	1
533	1311	919	525	1334	938	518	1280	934	0
1311	919	525	1334	938	518	1280	934	517	0
919	525	1334	938	518	1280	934	517	1284	1
525	1334	938	518	1280	934	517	1284	895	0
1334	938	518	1280	934	517	1284	895	533	0
938	518	1280	934	517	1284	895	533	1343	1
518	1280	934	517	1284	895	533	1343	906	0
1280	934	517	1284	895	533	1343	906	526	0
934	517	1284	895	533	1343	906	526	1315	1
517	1284	895	533	1343	906	526	1315	906	0
1284	895	533	1343	906	526	1315	906	533	0
895	533	1343	906	526	1315	906	533	1257	1
533	1343	906	526	1315	906	533	1257	887	0
1343	906	526	1315	906	533	1257	887	530	0
906	526	1315	906	533	1257	887	530	1237	1
526	1315	906	533	1257	887	530	1237	860	0
1315	906	533	1257	887	530	1237	860	564	0
906	533	1257	887	530	1237	860	564	1191	1
533	1257	887	530	1237	860	564	1191	871	0
1257	887	530	1237	860	564	1191	871	561	0
887	530	1237	860	564	1191	871	561	1210	1
530	1237	860	564	1191	871	561	1210	930	0
1237	860	564	1191	871	561	1210	930	556	0
860	564	1191	871	561	1210	930	556	1319	1
564	1191	871	561	1210	930	556	1319	930	0
1191	871	561	1210	930	556	1319	930	533	0
871	561	1210	930	556	1319	930	533	1354	1
561	1210	930	556	1319	930	533	1354	954	0
1210	930	556	1319	930	533	1354	954	521	0
930	556	1319	930	533	1354	954	521	1381	1
556	1319	930	533	1354	954	521	1381	981	0
1319	930	533	1354	954	521	1381	981	510	0
930	533	1354	954	521	1381	981	510	1315	1
533	1354	954	521	1381	981	510	1315	895	0
1354	954	521	1381	981	510	1315	895	533	0
954	521	1381	981	510	1315	895	533	1237	1
521	1381	981	510	1315	895	533	1237	876	0
1381	981	510	1315	895	533	1237	876	537	0
981	510	1315	895	533	1237	876	537	1237	1
510	1315	895	533	1237	876	537	1237	918	0
1315	895	533	1237	876	537	1237	918	549	0
895	533	1237	876	537	1237	918	549	1300	1
533	1237	876	537	1237	918	549	1300	953	0
1237	876	537	1237	918	549	1300	953	510	0
876	537	1237	918	549	1300	953	510	1342	1
537	1237	918	549	1300	953	510	1342	949	0
1237	918	549	1300	953	510	1342	949	518	0
918	549	1300	953	510	1342	949	518	1311	1
549	1300	953	510	1342	949	518	1311	899	0
1300	953	510	1342	949	518	1311	899	533	0
953	510	1342	949	518	1311	899	533	1280	1
510	1342	949	518	1311	899	533	1280	899	0
1342	949	518	1311	899	533	1280	899	518	0
949	518	1311	899	533	1280	899	518	1241	1
518	1311	899	533	1280	899	518	1241	903	0
1311	899	533	1280	899	518	1241	903	548	0
899	533	1280	899	518	1241	903	548	1308	1
533	1280	899	518	1241	903	548	1308	902	0
1280	899	518	1241	903	548	1308	902	537	0
899	518	1241	903	548	1308	902	537	1335	1
518	1241	903	548	1308	902	537	1335	918	0
1241	903	548	1308	902	537	1335	918	537	0
903	548	1308	902	537	1335	918	537	1319	1
548	1308	902	537	1335	918	537	1319	950	0
1308	902	537	1335	918	537	1319	950	525	0
902	537	1335	918	537	1319	950	525	1362	1
537	1335	918	537	1319	950	525	1362	996	0
1335	918	537	1319	950	525	1362	996	506	0
918	537	1319	950	525	1362	996	506	1366	1
537	1319	950	525	1362	996	506	1366	961	0
1319	950	525	1362	996	506	1366	961	509	0
950	525	1362	996	506	1366	961	509	1339	1
525	1362	996	506	1366	961	509	1339	922	0
1362	996	506	1366	961	509	1339	922	521	0
996	506	1366	961	509	1339	922	521	1304	1
506	1366	961	509	1339	922	521	1304	949	0
1366	961	509	1339	922	521	1304	949	506	0
961	509	1339	922	521	1304	949	506	1358	1
509	1339	922	521	1304	949	506	1358	961	0
1339	922	521	1304	949	506	1358	961	510	0
922	521	1304	949	506	1358	961	510	1300	1
521	1304	949	506	1358	961	510	1300	898	0
1304	949	506	1358	961	510	1300	898	530	0
949	506	1358	961	510	1300	898	530	1225	1
506	1358	961	510	1300	898	530	1225	868	0
1358	961	510	1300	898	530	1225	868	545	0
961	510	1300	898	530	1225	868	545	1214	1
510	1300	898	530	1225	868	545	1214	887	0
1300	898	530	1225	868	545	1214	887	552	0
898	530	1225	868	545	1214	887	552	1327	1
530	1225	868	545	1214	887	552	1327	957	0
1225	868	545	1214	887	552	1327	957	522	0
868	545	1214	887	552	1327	957	522	1416	1
545	1214	887	552	1327	957	522	1416	1008	0
1214	887	552	1327	957	522	1416	1008	502	0
887	552	1327	957	522	1416	1008	502	1385	1
552	1327	957	522	1416	1008	502	1385	1004	0
1327	957	522	1416	1008	502	1385	1004	502	0
957	522	1416	1008	502	1385	1004	502	1370	1
522	1416	1008	502	1385	1004	502	1370	972	0
1416	1008	502	1385	1004	502	1370	972	502	0
1008	502	1385	1004	502	1370	972	502	1386	1
