i-4	i-3	i-2	i-1	i+0	i+1	i+2	i+3	i+4	Filter
688	697	786	871	841	836	829	810	731	0
697	786	871	841	836	829	810	731	658	0
786	871	841	836	829	810	731	658	677	0
871	841	836	829	810	731	658	677	521	0
841	836	829	810	731	658	677	521	915	0
836	829	810	731	658	677	521	915	723	0
829	810	731	658	677	521	915	723	860	0
810	731	658	677	521	915	723	860	825	1
731	658	677	521	915	723	860	825	825	0
658	677	521	915	723	860	825	825	829	0
677	521	915	723	860	825	825	829	813	0
521	915	723	860	825	825	829	813	767	0
915	723	860	825	825	829	813	767	688	0
723	860	825	825	829	813	767	688	708	0
860	825	825	829	813	767	688	708	763	0
825	825	829	813	767	688	708	763	864	0
825	829	813	767	688	708	763	864	844	0
829	813	767	688	708	763	864	844	852	0
813	767	688	708	763	864	844	852	818	0
767	688	708	763	864	844	852	818	723	0
688	708	763	864	844	852	818	723	673	0
708	763	864	844	852	818	723	673	705	0
763	864	844	852	818	723	673	705	751	0
864	844	852	818	723	673	705	751	790	0
844	852	818	723	673	705	751	790	828	0
852	818	723	673	705	751	790	828	817	0
818	723	673	705	751	790	828	817	806	0
723	673	705	751	790	828	817	806	790	0
673	705	751	790	828	817	806	790	762	0
705	751	790	828	817	806	790	762	693	0
751	790	828	817	806	790	762	693	728	0
790	828	817	806	790	762	693	728	770	0
828	817	806	790	762	693	728	770	852	0
817	806	790	762	693	728	770	852	837	0
806	790	762	693	728	770	852	837	832	0
790	762	693	728	770	852	837	832	802	0
762	693	728	770	852	837	832	802	802	0
693	728	770	852	837	832	802	802	735	0
728	770	852	837	832	802	802	735	677	0
770	852	837	832	802	802	735	677	712	0
852	837	832	802	802	735	677	712	771	0
837	832	802	802	735	677	712	771	856	0
832	802	802	735	677	712	771	856	821	0
802	802	735	677	712	771	856	821	840	0
802	735	677	712	771	856	821	840	841	0
735	677	712	771	856	821	840	841	770	0
677	712	771	856	821	840	841	770	712	0
712	771	856	821	840	841	770	712	735	0
771	856	821	840	841	770	712	735	845	0
856	821	840	841	770	712	735	845	809	0
821	840	841	770	712	735	845	809	798	0
840	841	770	712	735	845	809	798	786	0
841	770	712	735	845	809	798	786	786	0
770	712	735	845	809	798	786	786	786	0
712	735	845	809	798	786	786	786	778	0
735	845	809	798	786	786	786	778	774	0
845	809	798	786	786	786	778	774	732	0
809	798	786	786	786	778	774	732	685	0
798	786	786	786	778	774	732	685	688	0
786	786	786	778	774	732	685	688	837	0
786	786	778	774	732	685	688	837	875	0
786	778	774	732	685	688	837	875	833	0
778	774	732	685	688	837	875	833	813	0
774	732	685	688	837	875	833	813	802	0
732	685	688	837	875	833	813	802	809	0
685	688	837	875	833	813	802	809	728	0
688	837	875	833	813	802	809	728	685	0
837	875	833	813	802	809	728	685	696	0
875	833	813	802	809	728	685	696	743	0
833	813	802	809	728	685	696	743	864	0
813	802	809	728	685	696	743	864	845	0
802	809	728	685	696	743	864	845	813	0
809	728	685	696	743	864	845	813	805	0
728	685	696	743	864	845	813	805	802	0
685	696	743	864	845	813	805	802	766	0
696	743	864	845	813	805	802	766	701	0
743	864	845	813	805	802	766	701	755	0
864	845	813	805	802	766	701	755	894	0
845	813	805	802	766	701	755	894	853	0
813	805	802	766	701	755	894	853	832	0
805	802	766	701	755	894	853	832	817	0
802	766	701	755	894	853	832	817	802	0
766	701	755	894	853	832	817	802	720	0
701	755	894	853	832	817	802	720	665	0
755	894	853	832	817	802	720	665	669	0
894	853	832	817	802	720	665	669	514	0
853	832	817	802	720	665	669	514	946	0
832	817	802	720	665	669	514	946	805	0
817	802	720	665	669	514	946	805	817	0
802	720	665	669	514	946	805	817	833	1
720	665	669	514	946	805	817	833	817	0
665	669	514	946	805	817	833	817	805	0
669	514	946	805	817	833	817	805	724	0
514	946	805	817	833	817	805	724	673	0
946	805	817	833	817	805	724	673	693	0
805	817	833	817	805	724	673	693	821	0
817	833	817	805	724	673	693	821	860	0
833	817	805	724	673	693	821	860	856	0
817	805	724	673	693	821	860	856	860	0
805	724	673	693	821	860	856	860	747	0
724	673	693	821	860	856	860	747	720	0
673	693	821	860	856	860	747	720	910	0
693	821	860	856	860	747	720	910	876	0
821	860	856	860	747	720	910	876	860	0
860	856	860	747	720	910	876	860	860	0
856	860	747	720	910	876	860	860	774	0
860	747	720	910	876	860	860	774	724	0
747	720	910	876	860	860	774	724	906	0
720	910	876	860	860	774	724	906	895	0
910	876	860	860	774	724	906	895	868	0
876	860	860	774	724	906	895	868	868	0
860	860	774	724	906	895	868	868	793	0
860	774	724	906	895	868	868	793	771	0
774	724	906	895	868	868	793	771	922	0
724	906	895	868	868	793	771	922	883	0
906	895	868	868	793	771	922	883	845	0
895	868	868	793	771	922	883	845	832	0
868	868	793	771	922	883	845	832	841	0
868	793	771	922	883	845	832	841	805	0
793	771	922	883	845	832	841	805	728	0
771	922	883	845	832	841	805	728	864	0
922	883	845	832	841	805	728	864	937	0
883	845	832	841	805	728	864	937	868	0
845	832	841	805	728	864	937	868	848	0
832	841	805	728	864	937	868	848	817	0
841	805	728	864	937	868	848	817	767	0
805	728	864	937	868	848	817	767	918	0
728	864	937	868	848	817	767	918	880	0
864	937	868	848	817	767	918	880	852	0
937	868	848	817	767	918	880	852	836	0
868	848	817	767	918	880	852	836	837	0
848	817	767	918	880	852	836	837	802	0
817	767	918	880	852	836	837	802	692	0
767	918	880	852	836	837	802	692	728	0
918	880	852	836	837	802	692	728	650	0
880	852	836	837	802	692	728	650	696	0
852	836	837	802	692	728	650	696	732	0
836	837	802	692	728	650	696	732	871	0
837	802	692	728	650	696	732	871	845	0
802	692	728	650	696	732	871	845	840	0
692	728	650	696	732	871	845	840	817	0
728	650	696	732	871	845	840	817	798	0
650	696	732	871	845	840	817	798	801	0
696	732	871	845	840	817	798	801	736	0
732	871	845	840	817	798	801	736	688	0
871	845	840	817	798	801	736	688	728	0
845	840	817	798	801	736	688	728	514	0
840	817	798	801	736	688	728	514	1151	0
817	798	801	736	688	728	514	1151	891	0
798	801	736	688	728	514	1151	891	818	0
801	736	688	728	514	1151	891	818	805	1
736	688	728	514	1151	891	818	805	759	0
688	728	514	1151	891	818	805	759	692	0
728	514	1151	891	818	805	759	692	724	0
514	1151	891	818	805	759	692	724	802	0
1151	891	818	805	759	692	724	802	879	0
891	818	805	759	692	724	802	879	844	0
818	805	759	692	724	802	879	844	860	0
805	759	692	724	802	879	844	860	845	0
759	692	724	802	879	844	860	845	747	0
692	724	802	879	844	860	845	747	704	0
724	802	879	844	860	845	747	704	708	0
802	879	844	860	845	747	704	708	743	0
879	844	860	845	747	704	708	743	856	0
844	860	845	747	704	708	743	856	845	0
860	845	747	704	708	743	856	845	829	0
845	747	704	708	743	856	845	829	809	0
747	704	708	743	856	845	829	809	805	0
704	708	743	856	845	829	809	805	748	0
708	743	856	845	829	809	805	748	677	0
743	856	845	829	809	805	748	677	680	0
856	845	829	809	805	748	677	680	705	0
845	829	809	805	748	677	680	705	864	0
829	809	805	748	677	680	705	864	852	0
809	805	748	677	680	705	864	852	856	0
805	748	677	680	705	864	852	856	829	0
748	677	680	705	864	852	856	829	758	0
677	680	705	864	852	856	829	758	708	0
680	705	864	852	856	829	758	708	716	0
705	864	852	856	829	758	708	716	880	0
864	852	856	829	758	708	716	880	875	0
852	856	829	758	708	716	880	875	860	0
856	829	758	708	716	880	875	860	852	0
829	758	708	716	880	875	860	852	763	0
758	708	716	880	875	860	852	763	704	0
708	716	880	875	860	852	763	704	747	0
716	880	875	860	852	763	704	747	899	0
880	875	860	852	763	704	747	899	895	0
875	860	852	763	704	747	899	895	510	0
860	852	763	704	747	899	895	510	1171	0
852	763	704	747	899	895	510	1171	790	0
763	704	747	899	895	510	1171	790	712	0
704	747	899	895	510	1171	790	712	712	1
747	899	895	510	1171	790	712	712	778	0
899	895	510	1171	790	712	712	778	895	0
895	510	1171	790	712	712	778	895	841	0
510	1171	790	712	712	778	895	841	809	0
1171	790	712	712	778	895	841	809	809	0
790	712	712	778	895	841	809	809	798	0
712	712	778	895	841	809	809	798	805	0
712	778	895	841	809	809	798	805	759	0
778	895	841	809	809	798	805	759	673	0
895	841	809	809	798	805	759	673	705	0
841	809	809	798	805	759	673	705	766	0
809	809	798	805	759	673	705	766	852	0
809	798	805	759	673	705	766	852	837	0
798	805	759	673	705	766	852	837	856	0
805	759	673	705	766	852	837	856	840	0
759	673	705	766	852	837	856	840	771	0
673	705	766	852	837	856	840	771	696	0
705	766	852	837	856	840	771	696	693	0
766	852	837	856	840	771	696	693	766	0
852	837	856	840	771	696	693	766	845	0
837	856	840	771	696	693	766	845	836	0
856	840	771	696	693	766	845	836	829	0
840	771	696	693	766	845	836	829	813	0
771	696	693	766	845	836	829	813	802	0
696	693	766	845	836	829	813	802	767	0
693	766	845	836	829	813	802	767	684	0
766	845	836	829	813	802	767	684	697	0
845	836	829	813	802	767	684	697	727	0
836	829	813	802	767	684	697	727	845	0
829	813	802	767	684	697	727	845	829	0
813	802	767	684	697	727	845	829	825	0
802	767	684	697	727	845	829	825	817	0
767	684	697	727	845	829	825	817	797	0
684	697	727	845	829	825	817	797	790	0
697	727	845	829	825	817	797	790	732	0
727	845	829	825	817	797	790	732	665	0
845	829	825	817	797	790	732	665	677	0
829	825	817	797	790	732	665	677	743	0
825	817	797	790	732	665	677	743	849	0
817	797	790	732	665	677	743	849	828	0
797	790	732	665	677	743	849	828	806	0
790	732	665	677	743	849	828	806	797	0
732	665	677	743	849	828	806	797	802	0
665	677	743	849	828	806	797	802	743	0
677	743	849	828	806	797	802	743	677	0
743	849	828	806	797	802	743	677	712	0
849	828	806	797	802	743	677	712	868	0
828	806	797	802	743	677	712	868	837	0
806	797	802	743	677	712	868	837	840	0
797	802	743	677	712	868	837	840	821	0
802	743	677	712	868	837	840	821	724	0
743	677	712	868	837	840	821	724	681	0
677	712	868	837	840	821	724	681	700	0
712	868	837	840	821	724	681	700	825	0
868	837	840	821	724	681	700	825	852	0
837	840	821	724	681	700	825	852	852	0
840	821	724	681	700	825	852	852	817	0
821	724	681	700	825	852	852	817	821	0
724	681	700	825	852	852	817	821	697	0
681	700	825	852	852	817	821	697	669	0
700	825	852	852	817	821	697	669	654	0
825	852	852	817	821	697	669	654	716	0
852	852	817	821	697	669	654	716	825	0
852	817	821	697	669	654	716	825	805	0
817	821	697	669	654	716	825	805	775	0
821	697	669	654	716	825	805	775	786	0
697	669	654	716	825	805	775	786	770	0
669	654	716	825	805	775	786	770	767	0
654	716	825	805	775	786	770	767	754	0
716	825	805	775	786	770	767	754	728	0
825	805	775	786	770	767	754	728	875	0
805	775	786	770	767	754	728	875	814	0
775	786	770	767	754	728	875	814	801	0
786	770	767	754	728	875	814	801	802	0
770	767	754	728	875	814	801	802	809	0
767	754	728	875	814	801	802	809	817	0
754	728	875	814	801	802	809	817	833	0
728	875	814	801	802	809	817	833	848	0
875	814	801	802	809	817	833	848	841	0
814	801	802	809	817	833	848	841	836	0
801	802	809	817	833	848	841	836	849	0
802	809	817	833	848	841	836	849	786	0
809	817	833	848	841	836	849	786	817	0
817	833	848	841	836	849	786	817	902	0
833	848	841	836	849	786	817	902	837	0
848	841	836	849	786	817	902	837	840	0
841	836	849	786	817	902	837	840	845	0
836	849	786	817	902	837	840	845	774	0
849	786	817	902	837	840	845	774	728	0
786	817	902	837	840	845	774	728	969	0
817	902	837	840	845	774	728	969	887	0
902	837	840	845	774	728	969	887	864	0
837	840	845	774	728	969	887	864	793	0
840	845	774	728	969	887	864	793	751	0
845	774	728	969	887	864	793	751	957	0
774	728	969	887	864	793	751	957	907	0
728	969	887	864	793	751	957	907	895	0
969	887	864	793	751	957	907	895	841	0
887	864	793	751	957	907	895	841	789	0
864	793	751	957	907	895	841	789	981	0
793	751	957	907	895	841	789	981	891	0
751	957	907	895	841	789	981	891	879	0
957	907	895	841	789	981	891	879	876	0
907	895	841	789	981	891	879	876	829	0
895	841	789	981	891	879	876	829	758	0
841	789	981	891	879	876	829	758	946	0
789	981	891	879	876	829	758	946	895	0
981	891	879	876	829	758	946	895	856	0
891	879	876	829	758	946	895	856	856	0
879	876	829	758	946	895	856	856	852	0
876	829	758	946	895	856	856	852	856	0
829	758	946	895	856	856	852	856	782	0
758	946	895	856	856	852	856	782	739	0
946	895	856	856	852	856	782	739	985	0
895	856	856	852	856	782	739	985	891	0
856	856	852	856	782	739	985	891	875	0
856	852	856	782	739	985	891	875	868	0
852	856	782	739	985	891	875	868	860	0
856	782	739	985	891	875	868	860	790	0
782	739	985	891	875	868	860	790	743	0
739	985	891	875	868	860	790	743	837	0
