Correlation for file  I01_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.366041878226812,0.953697472785451,0.378493315066637,0.939767613472976,0.378092467588517,0.928045465557906,0.37927054892838,0.922432555038974,0.38130715120985,0.910984255556846
"i.4",0.366041878226812,1,0.36639155606867,0.954257406868224,0.378889229312867,0.940292810640336,0.378532400408819,0.928630959774326,0.379627764946577,0.92292451145325,0.381681573569904
"i.3",0.953697472785451,0.36639155606867,1,0.366202768060425,0.954245500611689,0.378713815481784,0.940280106697317,0.37833727646933,0.928610297365408,0.37946129972088,0.922902433047028
"i.2",0.378493315066637,0.954257406868224,0.366202768060425,1,0.365990433855813,0.954230921764984,0.378483617436865,0.940259219527728,0.378153710602447,0.928590595223904,0.379262037240792
"i.1",0.939767613472976,0.378889229312867,0.954245500611689,0.365990433855813,1,0.365789741106988,0.954215669451757,0.378263439140686,0.940241358386151,0.377967428615592,0.928567582678021
"i.0",0.378092467588517,0.940292810640336,0.378713815481784,0.954230921764984,0.365789741106988,1,0.365567986242203,0.954200425319259,0.378091801334806,0.940224272039372,0.377777092819074
"i.1.1",0.928045465557906,0.378532400408819,0.940280106697317,0.378483617436865,0.954215669451757,0.365567986242203,1,0.365318882569324,0.954190069687539,0.377887102688749,0.940206619257378
"i.2.1",0.37927054892838,0.928630959774326,0.37833727646933,0.940259219527728,0.378263439140686,0.954200425319259,0.365318882569324,1,0.365119702366612,0.954179270822064,0.377677053109848
"i.3.1",0.922432555038974,0.379627764946577,0.928610297365408,0.378153710602447,0.940241358386151,0.378091801334806,0.954190069687539,0.365119702366612,1,0.364951061963948,0.954162521645016
"i.4.1",0.38130715120985,0.92292451145325,0.37946129972088,0.928590595223904,0.377967428615592,0.940224272039372,0.377887102688749,0.954179270822064,0.364951061963948,1,0.364767999503908
"i.5.1",0.910984255556846,0.381681573569904,0.922902433047028,0.379262037240792,0.928567582678021,0.377777092819074,0.940206619257378,0.377677053109848,0.954162521645016,0.364767999503908,1
Correlation for file  I41_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.159314693677603,0.476187781518566,0.32808144755185,0.411281810006811,0.262265765190752,0.384184306591856,0.267522813006985,0.315103860570754,0.277606849915244,0.272409460010806
"i.4",0.159314693677603,1,0.159489968635992,0.477495544990259,0.327321908142666,0.4133795410381,0.264211923608952,0.386564415282424,0.268997103889557,0.318504127931043,0.279921003564035
"i.3",0.476187781518566,0.159489968635992,1,0.159742956079668,0.477726512360942,0.327849590437654,0.413914308582358,0.264548550308993,0.386927712326828,0.269655348254618,0.318935545781283
"i.2",0.32808144755185,0.477495544990259,0.159742956079668,1,0.16012348423974,0.477786107096934,0.327918227646721,0.413933003518747,0.264605552264678,0.387066420560407,0.269660457986157
"i.1",0.411281810006811,0.327321908142666,0.477726512360942,0.16012348423974,1,0.161017425318613,0.47880449917017,0.32889461053731,0.414655667754334,0.266171635252457,0.388179855755085
"i.0",0.262265765190752,0.4133795410381,0.327849590437654,0.477786107096934,0.161017425318613,1,0.161018780856886,0.478588865508594,0.328924933997403,0.414386060224481,0.265924371013899
"i.1.1",0.384184306591856,0.264211923608952,0.413914308582358,0.327918227646721,0.47880449917017,0.161018780856886,1,0.160679867703512,0.478612622355958,0.328538181562918,0.41415922150095
"i.2.1",0.267522813006985,0.386564415282424,0.264548550308993,0.413933003518747,0.32889461053731,0.478588865508594,0.160679867703512,1,0.160478822281479,0.478154774035048,0.328115861251566
"i.3.1",0.315103860570754,0.268997103889557,0.386927712326828,0.264605552264678,0.414655667754334,0.328924933997403,0.478612622355958,0.160478822281479,1,0.16018763403002,0.478073838415601
"i.4.1",0.277606849915244,0.318504127931043,0.269655348254618,0.387066420560407,0.266171635252457,0.414386060224481,0.328538181562918,0.478154774035048,0.16018763403002,1,0.159336587135338
"i.5.1",0.272409460010806,0.279921003564035,0.318935545781283,0.269660457986157,0.388179855755085,0.265924371013899,0.41415922150095,0.328115861251566,0.478073838415601,0.159336587135338,1
Correlation for file  I42_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.446474982183778,0.940383406161698,-0.419874517182657,0.902248529902526,-0.393137120318598,0.872259127196494,-0.370432204984208,0.849623817938038,-0.357203143012235,0.829816022595757
"i.4",-0.446474982183778,1,-0.446771566661354,0.941891261867273,-0.420120976549408,0.903772154094774,-0.393389619983114,0.873620520230856,-0.370790324192017,0.851144108243689,-0.357623741151314
"i.3",0.940383406161698,-0.446771566661354,1,-0.446741007983159,0.941881884055149,-0.420071894380919,0.903759016613618,-0.393274287184703,0.873579445569129,-0.370710990070524,0.850441819595963
"i.2",-0.419874517182657,0.941891261867273,-0.446741007983159,1,-0.446709760543759,0.941791986372087,-0.420008423625442,0.903546292441428,-0.39329258006066,0.873391940223379,-0.370681663461737
"i.1",0.902248529902526,-0.420120976549408,0.941881884055149,-0.446709760543759,1,-0.446690089805647,0.941786182110908,-0.419948531240217,0.903472331510072,-0.393223691857553,0.872541564245751
"i.0",-0.393137120318598,0.903772154094774,-0.420071894380919,0.941791986372087,-0.446690089805647,1,-0.446658075113927,0.941653083994787,-0.419963657157476,0.903311716356547,-0.39308457836513
"i.1.1",0.872259127196494,-0.393389619983114,0.903759016613618,-0.420008423625442,0.941786182110908,-0.446658075113927,1,-0.446607342023411,0.941579774111453,-0.419903945266088,0.902435584543807
"i.2.1",-0.370432204984208,0.873620520230856,-0.393274287184703,0.903546292441428,-0.419948531240217,0.941653083994787,-0.446607342023411,1,-0.446510692221247,0.941389616415113,-0.419332974781685
"i.3.1",0.849623817938038,-0.370790324192017,0.873579445569129,-0.39329258006066,0.903472331510072,-0.419963657157476,0.941579774111453,-0.446510692221247,1,-0.446600420642453,0.940944549591333
"i.4.1",-0.357203143012235,0.851144108243689,-0.370710990070524,0.873391940223379,-0.393223691857553,0.903311716356547,-0.419903945266088,0.941389616415113,-0.446600420642453,1,-0.446663941396485
"i.5.1",0.829816022595757,-0.357623741151314,0.850441819595963,-0.370681663461737,0.872541564245751,-0.39308457836513,0.902435584543807,-0.419332974781685,0.940944549591333,-0.446663941396485,1
Correlation for file  I43_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.899660469131831,0.936128628034058,-0.889134864532414,0.875907556801255,-0.83789686791872,0.822085019394739,-0.785723560644632,0.778714410031275,-0.740764953830867,0.742946312254446
"i.4",-0.899660469131831,1,-0.899661835038006,0.936127635383354,-0.889137140737964,0.875906297140838,-0.837902252674137,0.822082368758177,-0.785761361465309,0.778713232923808,-0.74082677326889
"i.3",0.936128628034058,-0.899661835038006,1,-0.899661624473326,0.936133670837842,-0.889138693261023,0.875914692088017,-0.837905977329145,0.822127640746103,-0.78576974685121,0.778782864185892
"i.2",-0.889134864532414,0.936127635383354,-0.899661624473326,1,-0.899662312441612,0.936132781157948,-0.889142018366941,0.875912445370769,-0.837935040260393,0.822126038844257,-0.785822314293826
"i.1",0.875907556801255,-0.889137140737964,0.936133670837842,-0.899662312441612,1,-0.899663938743853,0.936136601739911,-0.889143588430144,0.875945002164371,-0.837939672749853,0.822183041203404
"i.0",-0.83789686791872,0.875906297140838,-0.889138693261023,0.936132781157948,-0.899663938743853,1,-0.899667575861763,0.936135756907343,-0.88916765759871,0.875944465943942,-0.837986232756236
"i.1.1",0.822085019394739,-0.837902252674137,0.875914692088017,-0.889142018366941,0.936136601739911,-0.899667575861763,1,-0.89967112322801,0.936150283411681,-0.889171743405349,0.875980670360042
"i.2.1",-0.785723560644632,0.822082368758177,-0.837905977329145,0.875912445370769,-0.889143588430144,0.936135756907343,-0.89967112322801,1,-0.899694625374005,0.936149804075538,-0.889212203115421
"i.3.1",0.778714410031275,-0.785761361465309,0.822127640746103,-0.837935040260393,0.875945002164371,-0.88916765759871,0.936150283411681,-0.899694625374005,1,-0.899716769283329,0.936169102237921
"i.4.1",-0.740764953830867,0.778713232923808,-0.78576974685121,0.822126038844257,-0.837939672749853,0.875944465943942,-0.889171743405349,0.936149804075538,-0.899716769283329,1,-0.899753513527978
"i.5.1",0.742946312254446,-0.74082677326889,0.778782864185892,-0.785822314293826,0.822183041203404,-0.837986232756236,0.875980670360042,-0.889212203115421,0.936169102237921,-0.899753513527978,1
Correlation for file  I44_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.414748914553042,-0.333443130806785,0.808366902932475,-0.272697395449233,-0.326522199590943,0.693630370206885,-0.186897808062891,-0.297943891195315,0.573918607305264,-0.112100851045892
"i.4",-0.414748914553042,1,-0.414776647414212,-0.333210829643731,0.80834639590578,-0.272728277545677,-0.326275150300911,0.693564245240157,-0.186897368858854,-0.297691439875275,0.573794735098041
"i.3",-0.333443130806785,-0.414776647414212,1,-0.414945602461496,-0.333293244122173,0.808346587284697,-0.272863631233631,-0.326365645822104,0.693563134517991,-0.186996219083631,-0.297757279507445
"i.2",0.808366902932475,-0.333210829643731,-0.414945602461496,1,-0.414548856622824,-0.333395705136178,0.808207900092298,-0.272348033842778,-0.326515276042842,0.693341989796705,-0.186466533262446
"i.1",-0.272697395449233,0.80834639590578,-0.333293244122173,-0.414548856622824,1,-0.414691191144813,-0.332911445390289,0.808074158389285,-0.272402651327502,-0.326045610602937,0.693144243640199
"i.0",-0.326522199590943,-0.272728277545677,0.808346587284697,-0.333395705136178,-0.414691191144813,1,-0.414839294548589,-0.333040397711654,0.80807210866104,-0.272497722523024,-0.32615400760404
"i.1.1",0.693630370206885,-0.326275150300911,-0.272863631233631,0.808207900092298,-0.332911445390289,-0.414839294548589,1,-0.414393919921972,-0.333211814457503,0.807919436628692,-0.271990862866685
"i.2.1",-0.186897808062891,0.693564245240157,-0.326365645822104,-0.272348033842778,0.808074158389285,-0.333040397711654,-0.414393919921972,1,-0.414507863544977,-0.332721931683343,0.8077914502832
"i.3.1",-0.297943891195315,-0.186897368858854,0.693563134517991,-0.326515276042842,-0.272402651327502,0.80807210866104,-0.333211814457503,-0.414507863544977,1,-0.414697056117729,-0.332789872325444
"i.4.1",0.573918607305264,-0.297691439875275,-0.186996219083631,0.693341989796705,-0.326045610602937,-0.272497722523024,0.807919436628692,-0.332721931683343,-0.414697056117729,1,-0.414301335173092
"i.5.1",-0.112100851045892,0.573794735098041,-0.297757279507445,-0.186466533262446,0.693144243640199,-0.32615400760404,-0.271990862866685,0.8077914502832,-0.332789872325444,-0.414301335173092,1
Correlation for file  I45_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.431062744242727,-0.355731105643992,0.814528748564221,-0.359414322529354,-0.32993966569738,0.735250395408248,-0.312952939855343,-0.347811068003282,0.712533247310106,-0.313350356831602
"i.4",-0.431062744242727,1,-0.431139017734071,-0.359047726561704,0.81773873544487,-0.35947091639727,-0.333274072699033,0.738549288633413,-0.313076828966356,-0.351142424335364,0.715971597294157
"i.3",-0.355731105643992,-0.431139017734071,1,-0.431317566659336,-0.358743682965195,0.817744644578888,-0.359659386929558,-0.333015798763563,0.738550934637111,-0.313264099828377,-0.350877643278979
"i.2",0.814528748564221,-0.359047726561704,-0.431317566659336,1,-0.431491334880374,-0.35892592184512,0.817752049482858,-0.359784601955333,-0.333116945873848,0.73856346423104,-0.313384124421731
"i.1",-0.359414322529354,0.81773873544487,-0.358743682965195,-0.431491334880374,1,-0.431171275108475,-0.359111365861713,0.817827329070531,-0.359577274812584,-0.333313016404727,0.738673843855365
"i.0",-0.32993966569738,-0.35947091639727,0.817744644578888,-0.35892592184512,-0.431171275108475,1,-0.431358403801383,-0.358850928894785,0.817827733259746,-0.359763324905962,-0.333053210744509
"i.1.1",0.735250395408248,-0.333274072699033,-0.359659386929558,0.817752049482858,-0.359111365861713,-0.431358403801383,1,-0.431462025526731,-0.35895798778563,0.817833096841234,-0.359864617996125
"i.2.1",-0.312952939855343,0.738549288633413,-0.333015798763563,-0.359784601955333,0.817827329070531,-0.358850928894785,-0.431462025526731,1,-0.431280558735755,-0.359077781696799,0.817888749443994
"i.3.1",-0.347811068003282,-0.313076828966356,0.738550934637111,-0.333116945873848,-0.359577274812584,0.817827733259746,-0.35895798778563,-0.431280558735755,1,-0.431383019199673,-0.358907577635037
"i.4.1",0.712533247310106,-0.351142424335364,-0.313264099828377,0.73856346423104,-0.333313016404727,-0.359763324905962,0.817833096841234,-0.359077781696799,-0.431383019199673,1,-0.431477127757135
"i.5.1",-0.313350356831602,0.715971597294157,-0.350877643278979,-0.313384124421731,0.738673843855365,-0.333053210744509,-0.359864617996125,0.817888749443994,-0.358907577635037,-0.431477127757135,1
Correlation for file  I46_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.177213963882673,0.416439227326783,0.520192520240109,0.397724809411651,0.361452303726559,0.633307544765736,0.309608884583159,0.372146006017528,0.512402737577942,0.431739954300911
"i.4",0.177213963882673,1,0.176772591276726,0.415826735499262,0.520224763646037,0.397675661391915,0.362589358152177,0.632457590239122,0.308908650987447,0.371663131771299,0.512029644448825
"i.3",0.416439227326783,0.176772591276726,1,0.176256282826171,0.415862643815349,0.520227463753718,0.398274330733454,0.362528352058482,0.631927501953639,0.308761197274312,0.371473157336451
"i.2",0.520192520240109,0.415826735499262,0.176256282826171,1,0.175948572265673,0.415656969272652,0.520746115066181,0.39745794770663,0.362173457447882,0.631651552411995,0.308305757500582
"i.1",0.397724809411651,0.520224763646037,0.415862643815349,0.175948572265673,1,0.175954007226943,0.416050224284541,0.521127374056005,0.397172828704304,0.362091271654052,0.63161414632579
"i.0",0.361452303726559,0.397675661391915,0.520227463753718,0.415656969272652,0.175954007226943,1,0.17631089977315,0.41627747819653,0.520904883065554,0.397105634400258,0.361999384729525
"i.1.1",0.633307544765736,0.362589358152177,0.398274330733454,0.520746115066181,0.416050224284541,0.17631089977315,1,0.177890686522873,0.41665294027789,0.521523454264114,0.39770992569693
"i.2.1",0.309608884583159,0.632457590239122,0.362528352058482,0.39745794770663,0.521127374056005,0.41627747819653,0.177890686522873,1,0.176674928514855,0.416250699043945,0.521239098495751
"i.3.1",0.372146006017528,0.308908650987447,0.631927501953639,0.362173457447882,0.397172828704304,0.520904883065554,0.41665294027789,0.176674928514855,1,0.176166302811125,0.41584993952502
"i.4.1",0.512402737577942,0.371663131771299,0.308761197274312,0.631651552411995,0.362091271654052,0.397105634400258,0.521523454264114,0.416250699043945,0.176166302811125,1,0.175788013937396
"i.5.1",0.431739954300911,0.512029644448825,0.371473157336451,0.308305757500582,0.63161414632579,0.361999384729525,0.39770992569693,0.521239098495751,0.41584993952502,0.175788013937396,1
Correlation for file  I47_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.24144024811784,0.208324200775652,0.196680373933398,0.192546650463359,0.158724363944143,0.145463556645767,0.133861022984379,0.0769666086466464,0.0908296112609137,0.133591611798629
"i.4",0.24144024811784,1,0.239613715133817,0.212219164892122,0.195283737399633,0.19090997853524,0.157053240653799,0.14374026774495,0.132219937784352,0.0755548049672948,0.0899022902896344
"i.3",0.208324200775652,0.239613715133817,1,0.242168100314339,0.211327762787085,0.194231517479076,0.189833886528919,0.15628425667953,0.142724960326558,0.131248139416986,0.0749028171625489
"i.2",0.196680373933398,0.212219164892122,0.242168100314339,1,0.244135886996325,0.213475592054993,0.196282231180904,0.19194361360545,0.158192315367784,0.144222078600839,0.132352965742886
"i.1",0.192546650463359,0.195283737399633,0.211327762787085,0.244135886996325,1,0.243378320494989,0.212700464310629,0.195512257891522,0.191193009317444,0.157540017906789,0.143773796342028
"i.0",0.158724363944143,0.19090997853524,0.194231517479076,0.213475592054993,0.243378320494989,1,0.242530206698242,0.211826861943953,0.194660971054156,0.190490286309657,0.15704791435322
"i.1.1",0.145463556645767,0.157053240653799,0.189833886528919,0.196282231180904,0.212700464310629,0.242530206698242,1,0.241658361601849,0.21100773586325,0.19399219853037,0.190034559030515
"i.2.1",0.133861022984379,0.14374026774495,0.15628425667953,0.19194361360545,0.195512257891522,0.211826861943953,0.241658361601849,1,0.240884809709522,0.210211440877289,0.193492789393447
"i.3.1",0.0769666086466464,0.132219937784352,0.142724960326558,0.158192315367784,0.191193009317444,0.194660971054156,0.21100773586325,0.240884809709522,1,0.24026533712911,0.209784468702891
"i.4.1",0.0908296112609137,0.0755548049672948,0.131248139416986,0.144222078600839,0.157540017906789,0.190490286309657,0.19399219853037,0.210211440877289,0.24026533712911,1,0.239928089825823
"i.5.1",0.133591611798629,0.0899022902896344,0.0749028171625489,0.132352965742886,0.143773796342028,0.15704791435322,0.190034559030515,0.193492789393447,0.209784468702891,0.239928089825823,1
Correlation for file  I48_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.189739869764023,0.088464007688988,-0.075317424654601,0.207228096380796,-0.0605436293026487,0.193337279979843,0.0524660367623421,0.158485071945029,0.0465917207135779,0.0904354739595341
"i.4",-0.189739869764023,1,-0.189982724539415,0.0883815081385337,-0.075412702242902,0.207251182394099,-0.060250006426228,0.193344216600256,0.0523689673997688,0.158459280959911,0.0469362558083171
"i.3",0.088464007688988,-0.189982724539415,1,-0.190552966536766,0.0878718959211732,-0.0754824255361611,0.208308031111832,-0.0622446055446465,0.193036203779952,0.0523271535341543,0.15946575278392
"i.2",-0.075317424654601,0.0883815081385337,-0.190552966536766,1,-0.190243394162279,0.0883810150746095,-0.0742195952618166,0.207803245419037,-0.0624022727476624,0.192812524880125,0.0534545703709024
"i.1",0.207228096380796,-0.075412702242902,0.0878718959211732,-0.190243394162279,1,-0.189900556415646,0.0895032921145501,-0.0756069814032334,0.20760003675843,-0.0625159507679651,0.193897951068971
"i.0",-0.0605436293026487,0.207251182394099,-0.0754824255361611,0.0883810150746095,-0.189900556415646,1,-0.189735288562257,0.0899724279288156,-0.075537595983033,0.207520900241428,-0.0623647696430097
"i.1.1",0.193337279979843,-0.060250006426228,0.208308031111832,-0.0742195952618166,0.0895032921145501,-0.189735288562257,1,-0.187232581387143,0.0907086287324852,-0.0755225842353818,0.20648462031628
"i.2.1",0.0524660367623421,0.193344216600256,-0.0622446055446465,0.207803245419037,-0.0756069814032334,0.0899724279288156,-0.187232581387143,1,-0.188851948223835,0.0906962635555825,-0.0727903121190726
"i.3.1",0.158485071945029,0.0523689673997688,0.193036203779952,-0.0624022727476624,0.20760003675843,-0.075537595983033,0.0907086287324852,-0.188851948223835,1,-0.188929147190943,0.0913996958877427
"i.4.1",0.0465917207135779,0.158459280959911,0.0523271535341543,0.192812524880125,-0.0625159507679651,0.207520900241428,-0.0755225842353818,0.0906962635555825,-0.188929147190943,1,-0.188979352019704
"i.5.1",0.0904354739595341,0.0469362558083171,0.15946575278392,0.0534545703709024,0.193897951068971,-0.0623647696430097,0.20648462031628,-0.0727903121190726,0.0913996958877427,-0.188979352019704,1
Correlation for file  I49_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.0524913685895679,0.181933639931088,0.0801678759315825,0.0308297363450516,0.0379436622604402,0.00414365124108936,-0.00878701897076993,0.0360382782581758,-0.0100678273736498,0.0413503559070728
"i.4",0.0524913685895679,1,0.0457955580819428,0.182996047536029,0.0807905563234312,0.0315706937574902,0.0382548822286029,0.00443422678396482,-0.00854964136584326,0.0363132881645304,-0.0101142739959805
"i.3",0.181933639931088,0.0457955580819428,1,0.0463113730985818,0.183912136373065,0.0816543928978162,0.0318348506094902,0.0386274347577944,0.00467529253698053,-0.00845449778606104,0.0364268229228017
"i.2",0.0801678759315825,0.182996047536029,0.0463113730985818,1,0.0463206805439988,0.183908418909394,0.0816481640404283,0.0317777031446555,0.038515459774322,0.00463637971227066,-0.00844942746465987
"i.1",0.0308297363450516,0.0807905563234312,0.183912136373065,0.0463206805439988,1,0.046323862072484,0.183902681141507,0.0815850201423638,0.0316561333338294,0.0384722315951455,0.00464196529688066
"i.0",0.0379436622604402,0.0315706937574902,0.0816543928978162,0.183908418909394,0.046323862072484,1,0.0463130684511611,0.18382743025526,0.0814443647303329,0.031607847211133,0.0384786385086712
"i.1.1",0.00414365124108936,0.0382548822286029,0.0318348506094902,0.0816481640404283,0.183902681141507,0.0463130684511611,1,0.0463011514575961,0.183779793148064,0.0814364652624786,0.0316085507508039
"i.2.1",-0.00878701897076993,0.00443422678396482,0.0386274347577944,0.0317777031446555,0.0815850201423638,0.18382743025526,0.0463011514575961,1,0.046449577369975,0.183822925177911,0.0814255308195467
"i.3.1",0.0360382782581758,-0.00854964136584326,0.00467529253698053,0.038515459774322,0.0316561333338294,0.0814443647303329,0.183779793148064,0.046449577369975,1,0.0465618716747339,0.183772069400754
"i.4.1",-0.0100678273736498,0.0363132881645304,-0.00845449778606104,0.00463637971227066,0.0384722315951455,0.031607847211133,0.0814364652624786,0.183822925177911,0.0465618716747339,1,0.0465546715746636
"i.5.1",0.0413503559070728,-0.0101142739959805,0.0364268229228017,-0.00844942746465987,0.00464196529688066,0.0384786385086712,0.0316085507508039,0.0814255308195467,0.183772069400754,0.0465546715746636,1
Correlation for file  I50_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,0.499720727176588,0.517069442075283,0.458182991187407,0.459164744473124,0.437798158588479,0.456627893988942,0.391517538389952,0.412826245313621,0.397049426773726,0.376363087682717
"i.4",0.499720727176588,1,0.497441248320339,0.523769593536308,0.466236822653124,0.465448820279596,0.446009615893711,0.458578475749051,0.399583592735919,0.418057501661455,0.404750441481555
"i.3",0.517069442075283,0.497441248320339,1,0.501843186332809,0.529440818055403,0.470522964093929,0.471002305249084,0.445421787204044,0.464459553112329,0.402949185869505,0.423381767145434
"i.2",0.458182991187407,0.523769593536308,0.501843186332809,1,0.500201545572666,0.528209295945371,0.468642527232346,0.467747773786617,0.443535990549176,0.463354410719027,0.400996382189307
"i.1",0.459164744473124,0.466236822653124,0.529440818055403,0.500201545572666,1,0.498433603824146,0.526202252039587,0.466615673106144,0.465258339013709,0.442162365924974,0.461084109890698
"i.0",0.437798158588479,0.465448820279596,0.470522964093929,0.528209295945371,0.498433603824146,1,0.496423156752187,0.521623232878375,0.464845416646114,0.464113482941089,0.440287574090992
"i.1.1",0.456627893988942,0.446009615893711,0.471002305249084,0.468642527232346,0.526202252039587,0.496423156752187,1,0.495333899674622,0.519159441936611,0.463454717763501,0.461735729245632
"i.2.1",0.391517538389952,0.458578475749051,0.445421787204044,0.467747773786617,0.466615673106144,0.521623232878375,0.495333899674622,1,0.491679444318505,0.516036822472343,0.460841129338798
"i.3.1",0.412826245313621,0.399583592735919,0.464459553112329,0.443535990549176,0.465258339013709,0.464845416646114,0.519159441936611,0.491679444318505,1,0.49040370167122,0.513811519701892
"i.4.1",0.397049426773726,0.418057501661455,0.402949185869505,0.463354410719027,0.442162365924974,0.464113482941089,0.463454717763501,0.516036822472343,0.49040370167122,1,0.489176439435726
"i.5.1",0.376363087682717,0.404750441481555,0.423381767145434,0.400996382189307,0.461084109890698,0.440287574090992,0.461735729245632,0.460841129338798,0.513811519701892,0.489176439435726,1
Correlation for file  I51_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.36221075314738,0.883993483858018,-0.240183754504816,0.83093818293192,-0.265784196954204,0.865411074898349,-0.269364786111124,0.818629687428355,-0.217595278668466,0.784206424307849
"i.4",-0.36221075314738,1,-0.361947985989484,0.884022754375402,-0.239871549187716,0.830958009340945,-0.265556910929297,0.865440696923468,-0.269176024936759,0.818637264970311,-0.217391644265602
"i.3",0.883993483858018,-0.361947985989484,1,-0.361949217429853,0.883984035693984,-0.239864889818794,0.830958670168426,-0.265561355761825,0.865462177541542,-0.269143223251702,0.818646444643329
"i.2",-0.240183754504816,0.884022754375402,-0.361949217429853,1,-0.361930814264199,0.883985174466067,-0.239881198088554,0.830961198857669,-0.265593103956776,0.865461653210273,-0.269157677439234
"i.1",0.83093818293192,-0.239871549187716,0.883984035693984,-0.361930814264199,1,-0.361912858461691,0.883964127343525,-0.239852359323549,0.830951047249894,-0.265533838124086,0.865459180531091
"i.0",-0.265784196954204,0.830958009340945,-0.239864889818794,0.883985174466067,-0.361912858461691,1,-0.361924939226538,0.883965850994153,-0.239886348883924,0.83095042094479,-0.265548334680381
"i.1.1",0.865411074898349,-0.265556910929297,0.830958670168426,-0.239881198088554,0.883964127343525,-0.361924939226538,1,-0.361944917911283,0.883982162235131,-0.2398771908689,0.830959107946813
"i.2.1",-0.269364786111124,0.865440696923468,-0.265561355761825,0.830961198857669,-0.239852359323549,0.883965850994153,-0.361944917911283,1,-0.361974521979819,0.883982542613639,-0.23989984462101
"i.3.1",0.818629687428355,-0.269176024936759,0.865462177541542,-0.265593103956776,0.830951047249894,-0.239886348883924,0.883982162235131,-0.361974521979819,1,-0.361974688056687,0.883990788379495
"i.4.1",-0.217595278668466,0.818637264970311,-0.269143223251702,0.865461653210273,-0.265533838124086,0.83095042094479,-0.2398771908689,0.883982542613639,-0.361974688056687,1,-0.361966037097547
"i.5.1",0.784206424307849,-0.217391644265602,0.818646444643329,-0.269157677439234,0.865459180531091,-0.265548334680381,0.830959107946813,-0.23989984462101,0.883990788379495,-0.361966037097547,1
Correlation for file  I52_ann
-,"i.5","i.4","i.3","i.2","i.1","i.0","i.1.1","i.2.1","i.3.1","i.4.1","i.5.1"
"i.5",1,-0.574042261806281,0.946567090810555,-0.565744368171104,0.926496222532756,-0.560065555192772,0.880686951740992,-0.559884494641485,0.862326563267098,-0.547503940557881,0.830676010590249
"i.4",-0.574042261806281,1,-0.573449284266507,0.948141598891776,-0.565366923141116,0.927855135913843,-0.559593581228411,0.882211422958988,-0.559759664757362,0.863883445787919,-0.547059938667018
"i.3",0.946567090810555,-0.573449284266507,1,-0.574222206558062,0.948161367970141,-0.56590618603822,0.927834374411735,-0.560304660444697,0.882365738276744,-0.560405984445697,0.863850864514486
"i.2",-0.565744368171104,0.948141598891776,-0.574222206558062,1,-0.574704589984699,0.948142799598738,-0.566515366570207,0.927801959703836,-0.560470541955878,0.882293292989222,-0.560947521766181
"i.1",0.926496222532756,-0.565366923141116,0.948161367970141,-0.574704589984699,1,-0.574996225176844,0.948136467662932,-0.566944589595967,0.92784892309194,-0.560831174313381,0.882269099992872
"i.0",-0.560065555192772,0.927855135913843,-0.56590618603822,0.948142799598738,-0.574996225176844,1,-0.575403830503115,0.948127834552947,-0.566953147363563,0.927837230495632,-0.561174794484752
"i.1.1",0.880686951740992,-0.559593581228411,0.927834374411735,-0.566515366570207,0.948136467662932,-0.575403830503115,1,-0.575965657441764,0.948217500199852,-0.567449188969835,0.927816981136743
"i.2.1",-0.559884494641485,0.882211422958988,-0.560304660444697,0.927801959703836,-0.566944589595967,0.948127834552947,-0.575965657441764,1,-0.576079350290921,0.948188310362613,-0.567941469833028
"i.3.1",0.862326563267098,-0.559759664757362,0.882365738276744,-0.560470541955878,0.92784892309194,-0.566953147363563,0.948217500199852,-0.576079350290921,1,-0.576108299171732,0.948257082568874
